1000	2
2000	5
3000	11
4000	20
5000	32
6000	46
7000	67
8000	103
9000	118
10000	143
11000	162
12000	213
13000	226
14000	267
15000	328
16000	316
17000	371
18000	396
19000	465
20000	494
21000	548
22000	600
23000	670
24000	721
25000	836
26000	841
27000	953
28000	985
29000	1044
30000	1055
31000	1135
32000	1211
33000	1293
34000	1372
35000	1429
36000	1508
37000	1598
38000	1682
39000	1770
40000	1876
41000	1987
42000	2115
43000	2265
44000	2280
45000	2422
46000	2577
47000	2689
48000	2781
49000	2822
50000	2880
51000	2993
52000	3123
53000	3243
54000	3381
55000	3514
56000	3685
57000	7007
58000	3866
59000	3981
60000	4171
61000	4305
62000	4423
63000	7326
64000	4657
65000	4875
66000	5019
67000	5171
68000	8064
69000	5432
70000	5623
71000	5826
72000	5993
73000	6167
74000	9558
75000	6474
76000	6663
77000	6838
78000	7008
79000	9379
80000	7305
81000	7575
82000	10539
83000	7907
84000	8132
85000	8326
86000	12347
87000	8627
88000	8957
89000	9142
90000	11192
91000	10410
92000	9774
93000	9973
94000	10205
95000	14206
96000	10752
97000	13563
98000	11108
99000	11353
100000	14753
