1000	0
2000	0
3000	1
4000	2
5000	2
6000	3
7000	2
8000	3
9000	3
10000	4
11000	5
12000	5
13000	5
14000	5
15000	9
16000	8
17000	7
18000	7
19000	8
20000	8
21000	9
22000	11
23000	9
24000	13
25000	11
26000	12
27000	15
28000	16
29000	16
30000	14
31000	15
32000	15
33000	15
34000	15
35000	15
36000	16
37000	20
38000	19
39000	17
40000	17
41000	18
42000	17
43000	18
44000	19
45000	19
46000	21
47000	19
48000	20
49000	19
50000	20
51000	21
52000	21
53000	21
54000	25
55000	26
56000	24
57000	24
58000	22
59000	24
60000	26
61000	42
62000	28
63000	25
64000	25
65000	36
66000	27
67000	29
68000	27
69000	27
70000	28
71000	29
72000	29
73000	33
74000	31
75000	30
76000	30
77000	31
78000	30
79000	34
80000	34
81000	32
82000	33
83000	34
84000	34
85000	35
86000	34
87000	34
88000	35
89000	38
90000	37
91000	37
92000	36
93000	36
94000	40
95000	38
96000	38
97000	38
98000	41
99000	41
100000	40
