1000	1
2000	8
3000	18
4000	36
5000	57
6000	107
7000	125
8000	154
9000	205
10000	254
11000	346
12000	388
13000	397
14000	469
15000	547
16000	621
17000	692
18000	796
19000	891
20000	977
21000	1094
22000	1225
23000	1323
24000	1468
25000	1558
26000	1731
27000	1838
28000	1987
29000	2133
30000	2403
31000	2463
32000	2591
33000	2777
34000	2946
35000	3154
36000	3333
37000	3674
38000	3929
39000	4589
40000	4597
41000	5776
42000	5554
43000	5238
44000	5450
45000	5688
46000	5797
47000	6169
48000	6310
49000	6992
50000	6907
51000	7580
52000	9627
53000	8676
54000	8779
55000	10379
56000	9654
57000	9614
58000	10326
59000	14580
60000	12028
61000	10942
62000	11258
63000	11535
64000	12067
65000	12427
66000	12761
67000	13579
68000	14825
69000	14040
70000	14265
71000	14702
72000	15266
73000	14577
74000	14807
75000	15332
76000	15711
77000	16101
78000	16516
79000	16900
80000	17368
81000	19718
82000	19973
83000	20325
84000	20853
85000	21601
86000	23865
87000	22465
88000	22792
89000	23268
90000	23975
91000	29164
92000	27083
93000	25814
94000	26074
95000	26594
96000	27298
97000	27849
98000	28460
99000	28833
100000	29018
