1000	1
2000	4
3000	10
4000	17
5000	26
6000	36
7000	48
8000	61
9000	87
10000	101
11000	123
12000	146
13000	170
14000	188
15000	228
16000	243
17000	278
18000	313
19000	351
20000	372
21000	422
22000	452
23000	481
24000	531
25000	579
26000	612
27000	684
28000	714
29000	785
30000	838
31000	893
32000	969
33000	1013
34000	1077
35000	1131
36000	1198
37000	1244
38000	1335
39000	1407
40000	1465
41000	1535
42000	1637
43000	1738
44000	1772
45000	1864
46000	1930
47000	2026
48000	2117
49000	2201
50000	2277
51000	2381
52000	2452
53000	2579
54000	2668
55000	2769
56000	2877
57000	2980
58000	3119
59000	3195
60000	3337
61000	3379
62000	3550
63000	3640
64000	3766
65000	3876
66000	3967
67000	4091
68000	4238
69000	4352
70000	4503
71000	4605
72000	4748
73000	4894
74000	5140
75000	5145
76000	5286
77000	5441
78000	5575
79000	5709
80000	5890
81000	6100
82000	6524
83000	6496
84000	6549
85000	6886
86000	13596
87000	7008
88000	7127
89000	7324
90000	7457
91000	7763
92000	7805
93000	7974
94000	8094
95000	8258
96000	8421
97000	8643
98000	8824
99000	9038
100000	9140
