1000	0
2000	0
3000	1
4000	2
5000	2
6000	3
7000	3
8000	4
9000	5
10000	6
11000	8
12000	6
13000	6
14000	6
15000	7
16000	7
17000	10
18000	8
19000	9
20000	9
21000	11
22000	10
23000	13
24000	11
25000	11
26000	17
27000	16
28000	12
29000	13
30000	13
31000	14
32000	17
33000	16
34000	17
35000	18
36000	17
37000	16
38000	16
39000	22
40000	25
41000	19
42000	19
43000	19
44000	20
45000	21
46000	20
47000	20
48000	20
49000	23
50000	22
51000	33
52000	28
53000	30
54000	34
55000	24
56000	24
57000	25
58000	25
59000	25
60000	26
61000	26
62000	26
63000	26
64000	27
65000	27
66000	33
67000	32
68000	33
69000	33
70000	32
71000	31
72000	42
73000	57
74000	49
75000	39
76000	38
77000	42
78000	37
79000	35
80000	35
81000	36
82000	35
83000	37
84000	36
85000	35
86000	35
87000	40
88000	39
89000	39
90000	40
91000	39
92000	40
93000	41
94000	39
95000	41
96000	45
97000	46
98000	43
99000	44
100000	44
