1000	0
2000	1
3000	1
4000	2
5000	2
6000	3
7000	5
8000	6
9000	8
10000	5
11000	7
12000	6
13000	10
14000	12
15000	13
16000	9
17000	9
18000	11
19000	13
20000	13
21000	16
22000	13
23000	22
24000	16
25000	20
26000	25
27000	17
28000	18
29000	23
30000	22
31000	44
32000	24
33000	21
34000	19
35000	22
36000	20
37000	19
38000	25
39000	20
40000	25
41000	24
42000	24
43000	25
44000	25
45000	32
46000	28
47000	27
48000	35
49000	33
50000	40
51000	38
52000	36
53000	38
54000	36
55000	35
56000	39
57000	42
58000	45
59000	36
60000	42
61000	40
62000	44
63000	39
64000	47
65000	45
66000	71
67000	48
68000	45
69000	73
70000	61
71000	55
72000	43
73000	41
74000	46
75000	47
76000	45
77000	49
78000	51
79000	45
80000	47
81000	53
82000	55
83000	52
84000	54
85000	53
86000	51
87000	55
88000	59
89000	49
90000	49
91000	58
92000	55
93000	53
94000	58
95000	56
96000	57
97000	63
98000	61
99000	64
100000	59
